timestamp,ifInOctets,ifOutOctets,ifInErrors,ifOutErrors,latencia_ms,perdida_paquetes,RSRP_dBm,SINR_dB,BW_in_Mbps,BW_out_Mbps,TasaErrorIn_%,TasaErrorOut_%,CalidadSenal
2023-08-24 13:48:00,1181360,2393884,10,8,39.29,0,-90,9.45,0.03,0.06,0.0008,0.0003,Mala
2023-08-24 13:49:00,3444026,1441208,12,9,83.94,0,-110,17.03,0.09,0.04,0.0003,0.0006,Regular
2023-08-24 13:50:00,3515419,4883233,13,1,96.48,0,-85,8.93,0.09,0.13,0.0004,0.0,Mala
2023-08-24 13:51:00,6532410,3782422,7,5,93.83,0,-99,27.9,0.17,0.1,0.0001,0.0001,Regular
2023-08-24 13:52:00,5138286,3467381,17,2,20.5,0,-107,21.88,0.14,0.09,0.0003,0.0001,Regular
2023-08-24 13:53:00,9333100,2838692,18,1,6.35,0,-89,11.08,0.25,0.08,0.0002,0.0,Regular
2023-08-24 13:54:00,7893728,2560035,11,5,46.65,0,-110,6.32,0.21,0.07,0.0001,0.0002,Mala
2023-08-24 13:55:00,4584197,3614659,11,3,74.24,0,-110,4.13,0.12,0.1,0.0002,0.0001,Mala
2023-08-24 13:56:00,1311955,2164005,17,4,97.86,0,-112,22.87,0.03,0.06,0.0013,0.0002,Regular
2023-08-24 13:57:00,3127599,1907576,9,4,79.43,0,-113,13.59,0.08,0.05,0.0003,0.0002,Regular
2023-08-24 13:58:00,5933594,4521926,6,2,60.15,0,-92,6.96,0.16,0.12,0.0001,0.0,Mala
2023-08-24 13:59:00,5835451,522995,17,3,7.5,0,-98,27.59,0.16,0.01,0.0003,0.0006,Regular
2023-08-24 14:00:00,5382794,2153005,11,2,83.43,0,-84,11.7,0.14,0.06,0.0002,0.0001,Regular
2023-08-24 14:01:00,8323494,2212355,13,6,21.83,0,-95,16.3,0.22,0.06,0.0002,0.0003,Regular
2023-08-24 14:02:00,7699144,941168,14,0,10.28,0,-87,25.73,0.21,0.03,0.0002,0.0,Buena
2023-08-24 14:03:00,5698713,1189197,15,5,85.78,0,-84,25.0,0.15,0.03,0.0003,0.0004,Buena
2023-08-24 14:04:00,8867791,999471,1,3,58.79,0,-91,19.14,0.24,0.03,0.0,0.0003,Regular
2023-08-24 14:05:00,4790328,2913911,17,0,17.21,0,-104,26.66,0.13,0.08,0.0004,0.0,Regular
2023-08-24 14:06:00,6289730,4148984,11,0,41.72,0,-107,28.56,0.17,0.11,0.0002,0.0,Regular
2023-08-24 14:07:00,5437610,510514,15,4,13.13,0,-109,28.05,0.15,0.01,0.0003,0.0008,Regular
2023-08-24 14:08:00,4239536,2644608,12,4,65.61,1,-102,10.47,0.11,0.07,0.0003,0.0002,Regular
2023-08-24 14:09:00,3326133,2604385,19,9,31.83,0,-96,11.92,0.09,0.07,0.0006,0.0003,Regular
2023-08-24 14:10:00,8948140,3711861,16,6,87.28,0,-96,7.22,0.24,0.1,0.0002,0.0002,Mala
2023-08-24 14:11:00,6720626,3430299,17,3,38.99,0,-106,25.1,0.18,0.09,0.0003,0.0001,Regular
2023-08-24 14:12:00,7221714,1128373,2,8,51.99,0,-105,3.65,0.19,0.03,0.0,0.0007,Mala
2023-08-24 14:13:00,7374825,1133389,9,3,11.03,0,-97,10.65,0.2,0.03,0.0001,0.0003,Regular
2023-08-24 14:14:00,6005858,1657260,0,6,31.18,0,-97,0.29,0.16,0.04,0.0,0.0004,Mala
2023-08-24 14:15:00,8028722,1875520,5,4,69.29,0,-110,17.84,0.21,0.05,0.0001,0.0002,Regular
2023-08-24 14:16:00,9221252,3855000,2,4,74.94,0,-108,19.75,0.25,0.1,0.0,0.0001,Regular
2023-08-24 14:17:00,9975708,4081311,18,5,28.07,0,-115,7.47,0.27,0.11,0.0002,0.0001,Mala
2023-08-24 14:18:00,4415871,4283831,3,7,52.86,0,-93,22.1,0.12,0.11,0.0001,0.0002,Buena
2023-08-24 14:19:00,2877971,4821906,19,4,82.67,0,-106,11.45,0.08,0.13,0.0007,0.0001,Regular
2023-08-24 14:20:00,8997488,4296286,2,2,41.09,0,-114,9.35,0.24,0.11,0.0,0.0,Mala
2023-08-24 14:21:00,7814612,2461328,7,5,17.71,1,-114,28.68,0.21,0.07,0.0001,0.0002,Regular
2023-08-24 14:22:00,5963401,4589437,7,1,46.03,1,-101,17.66,0.16,0.12,0.0001,0.0,Regular
2023-08-24 14:23:00,3866757,4069199,6,7,62.06,0,-96,7.57,0.1,0.11,0.0002,0.0002,Mala
2023-08-24 14:24:00,6913318,4191198,1,7,5.7,0,-95,29.5,0.18,0.11,0.0,0.0002,Regular
2023-08-24 14:25:00,7741286,1850093,5,2,38.11,0,-86,11.63,0.21,0.05,0.0001,0.0001,Regular
2023-08-24 14:26:00,2577969,693691,15,7,62.71,0,-92,19.43,0.07,0.02,0.0006,0.001,Regular
2023-08-24 14:27:00,4651387,4084476,9,8,95.43,0,-114,21.72,0.12,0.11,0.0002,0.0002,Regular
2023-08-24 14:28:00,2711672,4975687,3,4,43.81,0,-94,12.67,0.07,0.13,0.0001,0.0001,Regular
2023-08-24 14:29:00,6905950,1690064,12,4,20.48,0,-87,16.08,0.18,0.05,0.0002,0.0002,Regular
2023-08-24 14:30:00,4212883,3465560,9,5,55.75,1,-102,7.19,0.11,0.09,0.0002,0.0001,Mala
2023-08-24 14:31:00,4028631,3909747,13,6,32.15,0,-111,13.97,0.11,0.1,0.0003,0.0002,Regular
2023-08-24 14:32:00,8232212,2503146,8,2,25.4,0,-92,9.32,0.22,0.07,0.0001,0.0001,Mala
2023-08-24 14:33:00,7423959,3092440,10,4,61.09,0,-90,16.42,0.2,0.08,0.0001,0.0001,Regular
2023-08-24 14:34:00,7984297,979969,17,0,92.01,0,-114,20.1,0.21,0.03,0.0002,0.0,Regular
2023-08-24 14:35:00,5024733,2991721,10,9,84.35,1,-82,18.42,0.13,0.08,0.0002,0.0003,Regular
2023-08-24 14:36:00,5859221,1182346,16,4,22.32,0,-93,23.3,0.16,0.03,0.0003,0.0003,Buena
2023-08-24 14:37:00,4801250,1504411,1,3,77.76,0,-81,1.25,0.13,0.04,0.0,0.0002,Mala
2023-08-24 14:38:00,1019675,4895223,2,0,26.84,1,-101,2.36,0.03,0.13,0.0002,0.0,Mala
2023-08-24 14:39:00,9462605,3431659,10,6,32.62,0,-113,6.16,0.25,0.09,0.0001,0.0002,Mala
2023-08-24 14:40:00,1486799,699542,17,0,92.4,1,-104,29.57,0.04,0.02,0.0011,0.0,Regular
2023-08-24 14:41:00,7810805,2220342,2,7,91.55,0,-99,24.01,0.21,0.06,0.0,0.0003,Regular
2023-08-24 14:42:00,3238057,3983802,14,9,21.02,0,-89,27.72,0.09,0.11,0.0004,0.0002,Buena
2023-08-24 14:43:00,5464344,2319833,10,1,11.1,0,-97,8.16,0.15,0.06,0.0002,0.0,Mala
2023-08-24 14:44:00,1566088,2450500,10,9,32.85,1,-95,17.22,0.04,0.07,0.0006,0.0004,Regular
2023-08-24 14:45:00,7558947,4584032,19,4,60.27,0,-92,16.65,0.2,0.12,0.0003,0.0001,Regular
2023-08-24 14:46:00,1658003,1723045,10,5,88.3,0,-92,17.09,0.04,0.05,0.0006,0.0003,Regular
2023-08-24 14:47:00,1805113,3404936,18,8,16.29,0,-97,21.53,0.05,0.09,0.001,0.0002,Regular
2023-08-24 14:48:00,6028035,2436983,0,6,44.42,0,-85,11.82,0.16,0.06,0.0,0.0002,Regular
2023-08-24 14:49:00,5034464,1904568,4,5,30.82,0,-96,20.32,0.13,0.05,0.0001,0.0003,Regular
2023-08-24 14:50:00,3092101,1260956,9,4,6.42,0,-101,23.65,0.08,0.03,0.0003,0.0003,Regular
2023-08-24 14:51:00,6995134,4054382,9,5,79.9,0,-81,8.67,0.19,0.11,0.0001,0.0001,Mala
2023-08-24 14:52:00,9503967,4188498,13,3,82.26,0,-81,28.37,0.25,0.11,0.0001,0.0001,Buena
2023-08-24 14:53:00,7208714,4857847,1,0,26.02,1,-83,15.54,0.19,0.13,0.0,0.0,Regular
2023-08-24 14:54:00,7762126,999964,3,8,19.37,0,-98,21.98,0.21,0.03,0.0,0.0008,Regular
2023-08-24 14:55:00,7342057,3497493,1,4,18.73,0,-99,21.87,0.2,0.09,0.0,0.0001,Regular
2023-08-24 14:56:00,4541483,1299458,17,7,49.07,0,-108,16.96,0.12,0.03,0.0004,0.0005,Regular
2023-08-24 14:57:00,2512760,505435,12,6,28.42,0,-96,9.68,0.07,0.01,0.0005,0.0012,Mala
2023-08-24 14:58:00,4557689,639565,18,7,53.58,0,-105,20.01,0.12,0.02,0.0004,0.0011,Regular
2023-08-24 14:59:00,2863236,3442905,4,0,41.56,0,-86,2.62,0.08,0.09,0.0001,0.0,Mala
2023-08-24 15:00:00,8863426,3928261,19,8,25.03,0,-89,29.44,0.24,0.1,0.0002,0.0002,Buena
2023-08-24 15:01:00,1450930,1827654,1,0,76.36,0,-102,5.52,0.04,0.05,0.0001,0.0,Mala
2023-08-24 15:02:00,8402324,3127014,10,2,19.28,0,-101,8.26,0.22,0.08,0.0001,0.0001,Mala
2023-08-24 15:03:00,8946232,2639934,17,7,80.9,0,-104,28.63,0.24,0.07,0.0002,0.0003,Regular
2023-08-24 15:04:00,4498408,947628,5,0,58.34,0,-96,5.6,0.12,0.03,0.0001,0.0,Mala
2023-08-24 15:05:00,6403252,3067592,9,0,84.04,0,-99,5.1,0.17,0.08,0.0001,0.0,Mala
2023-08-24 15:06:00,1091006,3519065,16,5,5.45,0,-90,24.14,0.03,0.09,0.0015,0.0001,Buena
2023-08-24 15:07:00,5151785,4559319,10,4,76.17,0,-102,7.54,0.14,0.12,0.0002,0.0001,Mala
2023-08-24 15:08:00,1688725,964535,18,5,9.89,0,-91,2.84,0.05,0.03,0.0011,0.0005,Mala
2023-08-24 15:09:00,1206487,3148191,16,2,95.26,0,-90,6.8,0.03,0.08,0.0013,0.0001,Mala
2023-08-24 15:10:00,7389308,1848894,3,9,71.76,0,-91,26.65,0.2,0.05,0.0,0.0005,Buena
2023-08-24 15:11:00,4637820,556572,13,9,35.42,0,-91,8.41,0.12,0.01,0.0003,0.0016,Mala
2023-08-24 15:12:00,4284321,4050985,19,5,35.39,0,-89,20.85,0.11,0.11,0.0004,0.0001,Buena
2023-08-24 15:13:00,8018523,3013595,3,1,86.84,0,-104,11.85,0.21,0.08,0.0,0.0,Regular
2023-08-24 15:14:00,1678841,2633221,13,7,90.77,1,-96,7.86,0.04,0.07,0.0008,0.0003,Mala
2023-08-24 15:15:00,6420712,1237550,3,5,89.7,0,-100,4.32,0.17,0.03,0.0,0.0004,Mala
2023-08-24 15:16:00,4452501,2298954,5,3,81.83,0,-91,29.17,0.12,0.06,0.0001,0.0001,Buena
2023-08-24 15:17:00,9433840,2460350,8,3,82.81,0,-89,15.63,0.25,0.07,0.0001,0.0001,Regular
2023-08-24 15:18:00,3445840,1282533,11,6,59.41,0,-98,3.44,0.09,0.03,0.0003,0.0005,Mala
2023-08-24 15:19:00,6451973,1429090,7,2,7.68,0,-106,5.96,0.17,0.04,0.0001,0.0001,Mala
2023-08-24 15:20:00,2379904,3302743,3,2,13.24,0,-86,12.22,0.06,0.09,0.0001,0.0001,Regular
2023-08-24 15:21:00,8353172,887902,4,5,66.71,1,-115,16.33,0.22,0.02,0.0,0.0006,Regular
2023-08-24 15:22:00,2437188,2400302,5,8,43.11,0,-112,5.45,0.06,0.06,0.0002,0.0003,Mala
2023-08-24 15:23:00,2656321,1184659,4,0,58.89,0,-93,8.33,0.07,0.03,0.0002,0.0,Mala
2023-08-24 15:24:00,1538645,939717,18,4,26.95,0,-109,23.51,0.04,0.03,0.0012,0.0004,Regular
2023-08-24 15:25:00,6354552,1212494,7,0,66.69,0,-86,12.52,0.17,0.03,0.0001,0.0,Regular
2023-08-24 15:26:00,5525121,4290918,8,0,28.07,0,-90,0.04,0.15,0.11,0.0001,0.0,Mala
2023-08-24 15:27:00,6832801,3667118,14,2,48.78,0,-115,1.62,0.18,0.1,0.0002,0.0001,Mala
2023-08-24 15:28:00,7911855,2741105,3,2,50.48,0,-87,13.18,0.21,0.07,0.0,0.0001,Regular
2023-08-24 15:29:00,7550091,1820307,8,3,21.88,0,-91,1.8,0.2,0.05,0.0001,0.0002,Mala
2023-08-24 15:30:00,8790574,2822024,6,2,88.24,0,-90,5.22,0.23,0.08,0.0001,0.0001,Mala
2023-08-24 15:31:00,4366823,3064695,7,5,54.95,0,-99,21.84,0.12,0.08,0.0002,0.0002,Regular
2023-08-24 15:32:00,8370683,1595589,14,3,87.34,0,-85,14.41,0.22,0.04,0.0002,0.0002,Regular
2023-08-24 15:33:00,3167354,1414217,18,7,29.94,0,-108,14.47,0.08,0.04,0.0006,0.0005,Regular
2023-08-24 15:34:00,7439522,4364708,14,0,21.37,0,-111,17.95,0.2,0.12,0.0002,0.0,Regular
2023-08-24 15:35:00,6047999,578113,4,7,6.71,0,-115,23.66,0.16,0.02,0.0001,0.0012,Regular
2023-08-24 15:36:00,5385010,2421792,18,0,13.92,0,-101,4.76,0.14,0.06,0.0003,0.0,Mala
2023-08-24 15:37:00,5818750,4862113,6,0,19.01,0,-109,5.19,0.16,0.13,0.0001,0.0,Mala
2023-08-24 15:38:00,5991536,2039219,5,6,12.49,0,-89,3.64,0.16,0.05,0.0001,0.0003,Mala
2023-08-24 15:39:00,4471750,4980572,18,0,90.2,0,-81,28.1,0.12,0.13,0.0004,0.0,Buena
2023-08-24 15:40:00,5475156,4502262,16,8,91.59,0,-89,17.32,0.15,0.12,0.0003,0.0002,Regular
2023-08-24 15:41:00,3765331,4493687,9,7,94.05,0,-96,2.78,0.1,0.12,0.0002,0.0002,Mala
2023-08-24 15:42:00,9070297,2989667,18,0,96.19,1,-98,6.62,0.24,0.08,0.0002,0.0,Mala
2023-08-24 15:43:00,9976766,4790955,10,1,51.72,1,-114,21.77,0.27,0.13,0.0001,0.0,Regular
2023-08-24 15:44:00,3630723,1795125,14,1,55.35,0,-86,0.87,0.1,0.05,0.0004,0.0001,Mala
2023-08-24 15:45:00,1865139,585395,9,1,17.43,0,-86,21.77,0.05,0.02,0.0005,0.0002,Buena
2023-08-24 15:46:00,8543159,1633859,10,5,18.02,0,-109,27.34,0.23,0.04,0.0001,0.0003,Regular
2023-08-24 15:47:00,6384935,1593060,2,3,78.41,0,-103,1.69,0.17,0.04,0.0,0.0002,Mala
2023-08-24 15:48:00,3901717,3198954,2,7,86.29,0,-83,5.59,0.1,0.09,0.0001,0.0002,Mala
2023-08-24 15:49:00,7285939,3735863,17,0,79.55,0,-86,0.07,0.19,0.1,0.0002,0.0,Mala
2023-08-24 15:50:00,7816525,2895067,10,9,84.28,0,-86,3.27,0.21,0.08,0.0001,0.0003,Mala
2023-08-24 15:51:00,3211738,4151422,19,3,31.27,0,-93,18.51,0.09,0.11,0.0006,0.0001,Regular
2023-08-24 15:52:00,6692796,4883030,17,9,49.28,0,-92,1.34,0.18,0.13,0.0003,0.0002,Mala
2023-08-24 15:53:00,9678376,714223,14,4,48.62,1,-96,12.78,0.26,0.02,0.0001,0.0006,Regular
2023-08-24 15:54:00,7822567,4669495,6,8,99.55,0,-88,15.1,0.21,0.12,0.0001,0.0002,Regular
2023-08-24 15:55:00,3639929,3112761,9,4,95.17,0,-97,27.2,0.1,0.08,0.0002,0.0001,Regular
2023-08-24 15:56:00,4133211,2495457,19,2,61.86,0,-103,14.23,0.11,0.07,0.0005,0.0001,Regular
2023-08-24 15:57:00,8440449,1513071,9,3,18.11,0,-100,4.28,0.23,0.04,0.0001,0.0002,Mala
2023-08-24 15:58:00,2726199,3775072,12,9,29.57,0,-101,8.68,0.07,0.1,0.0004,0.0002,Mala
2023-08-24 15:59:00,6071915,3788560,14,6,39.56,0,-105,20.17,0.16,0.1,0.0002,0.0002,Regular
2023-08-24 16:00:00,1443945,2186090,17,0,87.96,0,-104,3.36,0.04,0.06,0.0012,0.0,Mala
2023-08-24 16:01:00,8382003,787906,3,5,21.21,0,-94,6.95,0.22,0.02,0.0,0.0006,Mala
2023-08-24 16:02:00,7310114,3827786,19,7,25.88,0,-91,29.87,0.19,0.1,0.0003,0.0002,Buena
2023-08-24 16:03:00,1021253,3816900,16,0,38.19,0,-113,0.17,0.03,0.1,0.0016,0.0,Mala
2023-08-24 16:04:00,4603110,1684592,2,7,93.06,0,-92,4.57,0.12,0.04,0.0,0.0004,Mala
2023-08-24 16:05:00,3276787,2645977,1,6,52.86,1,-91,25.31,0.09,0.07,0.0,0.0002,Buena
2023-08-24 16:06:00,8690840,2611029,3,0,66.45,0,-107,3.04,0.23,0.07,0.0,0.0,Mala
2023-08-24 16:07:00,7501553,2726217,0,8,41.79,0,-88,1.01,0.2,0.07,0.0,0.0003,Mala
2023-08-24 16:08:00,2274634,1132731,14,2,22.91,0,-86,3.64,0.06,0.03,0.0006,0.0002,Mala
2023-08-24 16:09:00,3755063,861756,0,1,26.17,0,-109,20.81,0.1,0.02,0.0,0.0001,Regular
2023-08-24 16:10:00,2228807,2714826,5,6,81.25,0,-105,29.79,0.06,0.07,0.0002,0.0002,Regular
2023-08-24 16:11:00,9511383,3760802,6,2,89.88,0,-106,17.72,0.25,0.1,0.0001,0.0001,Regular
2023-08-24 16:12:00,6163515,2521363,18,0,51.84,0,-113,3.73,0.16,0.07,0.0003,0.0,Mala
2023-08-24 16:13:00,8601748,1017257,11,9,38.91,0,-97,5.51,0.23,0.03,0.0001,0.0009,Mala
2023-08-24 16:14:00,5463158,1800457,0,2,81.74,0,-114,16.13,0.15,0.05,0.0,0.0001,Regular
2023-08-24 16:15:00,9803208,4725933,6,5,68.94,1,-99,21.47,0.26,0.13,0.0001,0.0001,Regular
2023-08-24 16:16:00,7181422,1981257,18,2,8.88,0,-87,19.89,0.19,0.05,0.0003,0.0001,Regular
2023-08-24 16:17:00,3269070,2551933,12,4,38.32,0,-114,17.24,0.09,0.07,0.0004,0.0002,Regular
2023-08-24 16:18:00,5413359,3399359,11,8,69.81,1,-100,29.59,0.14,0.09,0.0002,0.0002,Regular
2023-08-24 16:19:00,8640167,3286719,11,6,59.5,0,-106,5.94,0.23,0.09,0.0001,0.0002,Mala
2023-08-24 16:20:00,3831569,4061497,12,1,97.92,1,-112,5.19,0.1,0.11,0.0003,0.0,Mala
2023-08-24 16:21:00,8322153,762199,13,0,87.28,0,-90,25.77,0.22,0.02,0.0002,0.0,Buena
2023-08-24 16:22:00,3519507,3370524,11,6,10.68,0,-92,8.72,0.09,0.09,0.0003,0.0002,Mala
2023-08-24 16:23:00,2256715,1637273,19,3,73.95,0,-104,9.98,0.06,0.04,0.0008,0.0002,Mala
2023-08-24 16:24:00,9468865,4367293,11,6,36.95,0,-95,16.46,0.25,0.12,0.0001,0.0001,Regular
2023-08-24 16:25:00,2526534,533734,5,5,69.8,0,-100,11.44,0.07,0.01,0.0002,0.0009,Regular
2023-08-24 16:26:00,1824143,713299,9,6,63.64,1,-81,8.63,0.05,0.02,0.0005,0.0008,Mala
2023-08-24 16:27:00,8346562,3271034,19,3,52.79,1,-107,27.52,0.22,0.09,0.0002,0.0001,Regular
2023-08-24 16:28:00,4802986,642728,8,2,86.03,0,-110,3.88,0.13,0.02,0.0002,0.0003,Mala
2023-08-24 16:29:00,1371616,1171253,1,4,72.33,0,-115,12.13,0.04,0.03,0.0001,0.0003,Regular
2023-08-24 16:30:00,2960155,2053185,6,2,89.51,0,-102,0.09,0.08,0.05,0.0002,0.0001,Mala
2023-08-24 16:31:00,3710527,1506152,8,2,31.75,0,-92,24.22,0.1,0.04,0.0002,0.0001,Buena
2023-08-24 16:32:00,2768967,1193812,11,3,38.07,0,-106,5.05,0.07,0.03,0.0004,0.0003,Mala
2023-08-24 16:33:00,9370043,2217202,4,7,64.09,0,-98,23.19,0.25,0.06,0.0,0.0003,Regular
2023-08-24 16:34:00,1279215,3762331,0,1,96.81,0,-107,4.46,0.03,0.1,0.0,0.0,Mala
2023-08-24 16:35:00,3843236,4493767,14,3,40.3,0,-89,12.5,0.1,0.12,0.0004,0.0001,Regular
2023-08-24 16:36:00,8379933,4325091,7,2,8.07,0,-97,21.85,0.22,0.12,0.0001,0.0,Regular
2023-08-24 16:37:00,9661957,1152168,0,6,47.36,0,-113,8.12,0.26,0.03,0.0,0.0005,Mala
2023-08-24 16:38:00,7153973,4189638,17,1,56.67,0,-107,9.42,0.19,0.11,0.0002,0.0,Mala
2023-08-24 16:39:00,7035218,4986856,12,0,81.09,1,-106,20.02,0.19,0.13,0.0002,0.0,Regular
2023-08-24 16:40:00,2960584,1695055,0,9,74.22,0,-107,5.63,0.08,0.05,0.0,0.0005,Mala
2023-08-24 16:41:00,7223754,1708957,4,0,96.64,0,-99,28.55,0.19,0.05,0.0001,0.0,Regular
2023-08-24 16:42:00,6585709,1641766,17,5,79.35,0,-96,5.66,0.18,0.04,0.0003,0.0003,Mala
2023-08-24 16:43:00,1578688,1276644,15,2,33.37,0,-109,22.5,0.04,0.03,0.001,0.0002,Regular
2023-08-24 16:44:00,5226156,3863712,9,6,65.93,1,-112,24.08,0.14,0.1,0.0002,0.0002,Regular
2023-08-24 16:45:00,6755892,1024658,3,7,68.86,0,-106,11.23,0.18,0.03,0.0,0.0007,Regular
2023-08-24 16:46:00,8983372,1286918,0,4,99.81,1,-95,4.69,0.24,0.03,0.0,0.0003,Mala
2023-08-24 16:47:00,9127747,503196,7,4,18.18,0,-102,4.98,0.24,0.01,0.0001,0.0008,Mala
2023-08-24 16:48:00,5227995,2049648,4,1,23.18,0,-91,29.56,0.14,0.05,0.0001,0.0,Buena
2023-08-24 16:49:00,8337694,4157919,1,7,19.77,0,-99,21.76,0.22,0.11,0.0,0.0002,Regular
2023-08-24 16:50:00,9921334,4178588,16,9,60.96,0,-88,13.5,0.26,0.11,0.0002,0.0002,Regular
2023-08-24 16:51:00,4952255,3103680,6,0,17.85,0,-102,7.72,0.13,0.08,0.0001,0.0,Mala
2023-08-24 16:52:00,4817242,1970017,16,9,67.32,0,-103,0.57,0.13,0.05,0.0003,0.0005,Mala
2023-08-24 16:53:00,5990488,3167293,5,8,81.36,0,-82,20.11,0.16,0.08,0.0001,0.0003,Buena
2023-08-24 16:54:00,1239968,3284787,14,0,46.12,0,-113,28.71,0.03,0.09,0.0011,0.0,Regular
2023-08-24 16:55:00,9677571,1358811,4,0,58.27,0,-112,3.21,0.26,0.04,0.0,0.0,Mala
2023-08-24 16:56:00,3592536,4564337,14,0,91.71,0,-101,22.63,0.1,0.12,0.0004,0.0,Regular
2023-08-24 16:57:00,6504381,3164649,17,6,59.11,0,-96,4.6,0.17,0.08,0.0003,0.0002,Mala
2023-08-24 16:58:00,1519165,4136119,17,3,24.82,0,-108,23.76,0.04,0.11,0.0011,0.0001,Regular
2023-08-24 16:59:00,5414084,3557143,5,6,37.6,0,-111,11.12,0.14,0.09,0.0001,0.0002,Regular
2023-08-24 17:00:00,4440866,4056995,1,4,55.34,0,-114,21.36,0.12,0.11,0.0,0.0001,Regular
2023-08-24 17:01:00,4878363,2167108,16,6,19.72,0,-88,27.79,0.13,0.06,0.0003,0.0003,Buena
2023-08-24 17:02:00,2027557,3353507,3,9,63.19,0,-94,18.6,0.05,0.09,0.0001,0.0003,Regular
2023-08-24 17:03:00,8435697,2281336,11,6,99.93,0,-107,27.62,0.22,0.06,0.0001,0.0003,Regular
2023-08-24 17:04:00,6898885,1124588,18,3,66.99,0,-88,7.05,0.18,0.03,0.0003,0.0003,Mala
2023-08-24 17:05:00,8601723,2654327,1,1,40.38,0,-115,29.34,0.23,0.07,0.0,0.0,Regular
2023-08-24 17:06:00,8946155,4570081,1,7,36.52,1,-114,26.19,0.24,0.12,0.0,0.0002,Regular
2023-08-24 17:07:00,6688238,1650127,13,1,93.5,1,-90,3.23,0.18,0.04,0.0002,0.0001,Mala
2023-08-24 17:08:00,7703560,2989913,14,8,87.79,0,-85,12.41,0.21,0.08,0.0002,0.0003,Regular
2023-08-24 17:09:00,2785559,4417000,19,4,49.87,0,-97,27.81,0.07,0.12,0.0007,0.0001,Regular
2023-08-24 17:10:00,9697057,3178306,1,8,38.57,0,-85,2.34,0.26,0.08,0.0,0.0003,Mala
2023-08-24 17:11:00,1533634,2714904,3,8,72.49,0,-107,13.61,0.04,0.07,0.0002,0.0003,Regular
2023-08-24 17:12:00,4932747,2850716,18,7,34.88,0,-113,21.71,0.13,0.08,0.0004,0.0002,Regular
2023-08-24 17:13:00,9578845,4987561,8,7,16.34,0,-110,1.0,0.26,0.13,0.0001,0.0001,Mala
2023-08-24 17:14:00,9102873,2319456,6,3,34.46,1,-109,22.58,0.24,0.06,0.0001,0.0001,Regular
2023-08-24 17:15:00,5623636,1764008,12,3,46.26,0,-91,10.84,0.15,0.05,0.0002,0.0002,Regular
2023-08-24 17:16:00,8556855,3268654,11,1,29.26,0,-91,7.48,0.23,0.09,0.0001,0.0,Mala
2023-08-24 17:17:00,6334233,1882212,2,3,25.6,0,-115,17.28,0.17,0.05,0.0,0.0002,Regular
2023-08-24 17:18:00,2406368,1759112,12,3,5.58,0,-94,16.33,0.06,0.05,0.0005,0.0002,Regular
2023-08-24 17:19:00,7841300,4376345,14,5,64.93,0,-96,26.22,0.21,0.12,0.0002,0.0001,Regular
2023-08-24 17:20:00,6785267,3680863,13,2,63.37,0,-103,20.28,0.18,0.1,0.0002,0.0001,Regular
2023-08-24 17:21:00,2224744,2733414,8,1,22.86,0,-95,12.66,0.06,0.07,0.0004,0.0,Regular
2023-08-24 17:22:00,6970226,2143063,12,7,94.65,0,-93,19.5,0.19,0.06,0.0002,0.0003,Regular
2023-08-24 17:23:00,5862894,504331,3,1,43.91,0,-83,22.5,0.16,0.01,0.0001,0.0002,Buena
2023-08-24 17:24:00,3131018,2065976,7,7,7.42,0,-107,28.12,0.08,0.06,0.0002,0.0003,Regular
2023-08-24 17:25:00,9210710,4476808,2,6,25.88,0,-87,21.13,0.25,0.12,0.0,0.0001,Buena
2023-08-24 17:26:00,4489429,712854,1,2,70.75,0,-84,16.32,0.12,0.02,0.0,0.0003,Regular
2023-08-24 17:27:00,7888260,2053416,18,5,24.15,1,-105,11.19,0.21,0.05,0.0002,0.0002,Regular
2023-08-24 17:28:00,7478443,3456156,7,5,10.12,0,-87,26.74,0.2,0.09,0.0001,0.0001,Buena
2023-08-24 17:29:00,1294746,2781696,16,9,63.68,0,-85,23.78,0.03,0.07,0.0012,0.0003,Buena
2023-08-24 17:30:00,6710754,1633243,12,4,54.24,0,-102,2.32,0.18,0.04,0.0002,0.0002,Mala
2023-08-24 17:31:00,6432019,504677,6,7,77.32,0,-91,20.99,0.17,0.01,0.0001,0.0014,Buena
2023-08-24 17:32:00,5352892,704580,8,4,78.4,0,-90,16.16,0.14,0.02,0.0001,0.0006,Regular
2023-08-24 17:33:00,2702159,630334,11,6,96.19,0,-94,3.11,0.07,0.02,0.0004,0.001,Mala
2023-08-24 17:34:00,4757985,2552109,13,5,10.42,1,-107,16.95,0.13,0.07,0.0003,0.0002,Regular
2023-08-24 17:35:00,4802177,3008963,13,6,8.7,1,-83,5.78,0.13,0.08,0.0003,0.0002,Mala
2023-08-24 17:36:00,9512558,2381934,14,8,98.78,0,-93,21.24,0.25,0.06,0.0001,0.0003,Buena
2023-08-24 17:37:00,2153224,3196711,2,2,66.26,1,-81,8.35,0.06,0.09,0.0001,0.0001,Mala
2023-08-24 17:38:00,3650235,1058745,14,9,72.96,1,-96,4.51,0.1,0.03,0.0004,0.0009,Mala
2023-08-24 17:39:00,5740039,1066819,18,6,14.17,0,-83,2.46,0.15,0.03,0.0003,0.0006,Mala
2023-08-24 17:40:00,9299350,4298043,19,9,11.63,0,-81,14.72,0.25,0.11,0.0002,0.0002,Regular
